# BUSCO version is: 5.0.0 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2020-08-05, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
201at7088	Complete	CM026251.1	4804396	4833478	-	3100.8	1544	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	CM026256.1	10623739	10630201	-	2276.4	1386	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	CM026259.1	6400060	6580084	-	3563.9	2056	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	CM026243.1	9621690	9635692	-	3154.5	1709	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	CM026256.1	9682512	9690526	-	2767.3	1416	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Complete	CM026256.1	9184633	9192777	+	3699.5	1832	https://www.orthodb.org/v10?query=210at7088	DNA-directed RNA polymerase II subunit RPB1
211at7088	Complete	CM026248.1	5707611	5720667	+	3062.0	1673	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	CM026258.1	17216934	17246822	-	2832.4	1494	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	CM026241.1	4282627	4300023	-	3222.6	1702	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	CM026245.1	8538595	8563141	+	2631.8	1257	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	CM026237.1	6311017	6326303	+	2944.8	1651	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	CM026248.1	7351337	7368668	-	2879.2	1514	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	CM026254.1	16041462	16048600	+	3094.2	1815	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	CM026256.1	6295489	6304283	-	2702.8	1522	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	CM026257.1	9153009	9171571	-	2588.6	1466	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	CM026247.1	3382109	3471014	+	1749.8	987	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	CM026239.1	8387477	8410300	-	2987.9	1520	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	CM026237.1	7734617	7777655	+	2441.7	1172	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	CM026259.1	9651161	9664293	+	3218.2	2295	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	CM026248.1	11792586	11809449	-	3406.7	1732	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	CM026259.1	16192903	16220027	+	3222.1	1830	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	CM026234.1	3582091	3615285	-	2510.6	1301	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	CM026249.1	4333828	4357812	-	2433.7	1343	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	CM026258.1	15738700	15901896	-	2748.6	1325	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	CM026258.1	15097610	15104716	+	2973.0	1903	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Duplicated	JACVES010002544.1	6264	17082	-	2539.4	1408	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
271at7088	Duplicated	JACVES010001695.1	17596	32939	-	2693.2	1425	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	CM026252.1	13308574	13326256	+	2001.7	1323	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	CM026245.1	2535938	2541523	+	2742.8	1462	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	CM026254.1	7344842	7351007	-	2186.8	1426	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	CM026248.1	10327864	10335967	+	2322.4	1339	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	CM026233.1	2407523	2449471	+	2858.9	1840	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	CM026258.1	3222005	3234635	+	2235.6	1402	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	CM026234.1	2468179	2500140	+	2141.0	1160	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	CM026254.1	8320462	8339024	-	3272.5	2372	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	CM026252.1	8369392	8398768	+	2514.7	1376	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	CM026242.1	5158088	5167855	-	2472.4	1412	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	CM026250.1	14687898	14696940	+	2651.0	1354	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Complete	CM026253.1	10282113	10288055	-	1731.6	1468	https://www.orthodb.org/v10?query=316at7088	protein lava lamp-like
318at7088	Complete	CM026255.1	4018046	4040772	+	2950.9	1565	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	CM026258.1	12945665	12955347	-	2037.5	1371	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	CM026252.1	13388903	13398294	+	1739.9	1124	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	CM026256.1	8079362	8091717	+	2224.3	1054	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	CM026246.1	490985	505842	+	2493.3	1425	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	CM026254.1	15089107	15103052	-	2570.0	1376	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	CM026243.1	9246156	9263189	+	2662.6	1940	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	CM026241.1	13127056	13134101	-	2733.6	1662	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	CM026256.1	9873239	9885070	+	2691.6	1446	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	CM026259.1	16665631	16672377	-	2080.8	1174	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	CM026243.1	7127769	7150820	+	2953.4	1523	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	CM026242.1	11104	22035	-	1544.2	1153	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	CM026257.1	7044591	7055432	+	2829.4	1710	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	CM026236.1	9335042	9392553	+	2583.3	1515	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	CM026248.1	7285324	7290742	-	2086.2	1018	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	CM026234.1	6626521	6663835	-	2202.0	1291	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	CM026250.1	5863740	5867497	+	1714.1	816	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	JACVES010002827.1	4221	11193	-	2155.5	1036	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	CM026252.1	3116942	3128370	+	2537.5	1376	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	CM026249.1	9167837	9181306	-	2324.4	1252	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	CM026258.1	7857299	7959706	+	2178.0	1074	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	CM026237.1	11039038	11045091	+	2619.7	1697	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Complete	CM026246.1	6593656	6608016	-	3163.6	1861	https://www.orthodb.org/v10?query=366at7088	nucleoprotein TPR
367at7088	Complete	CM026251.1	13584742	13641384	-	2914.8	1555	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	CM026250.1	4914351	4929423	-	1708.4	1193	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	CM026245.1	13458437	13483417	-	2231.3	1168	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	CM026241.1	12609235	12625905	-	1825.6	1199	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	CM026248.1	7262484	7271272	+	2588.4	1221	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	CM026256.1	6172637	6178315	-	2250.4	1450	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	CM026244.1	13751367	13802757	-	2582.4	1465	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	CM026246.1	8683461	8691840	-	2373.7	1107	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	CM026258.1	9889026	9898304	-	2084.4	1055	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	CM026258.1	3653137	3672879	-	2104.3	1102	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	CM026259.1	9589532	9610181	+	2466.5	1319	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	CM026239.1	6956160	6994674	-	2331.0	1344	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Duplicated	JACVES010002641.1	4798	18595	-	2682.1	1360	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
394at7088	Duplicated	JACVES010001486.1	13921	28084	+	2765.7	1415	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	CM026255.1	8753769	8759501	-	1379.0	885	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	CM026255.1	4160014	4185521	+	2219.8	1047	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	CM026254.1	11266642	11273541	+	2403.7	1391	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	JACVES010000053.1	46719	56303	-	2187.1	1257	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Duplicated	CM026244.1	13711026	13722210	-	1542.1	829	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
417at7088	Duplicated	CM026244.1	13701282	13746189	+	1783.3	1047	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	CM026237.1	4357373	4456904	+	2149.6	1195	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	CM026259.1	16996094	17027983	+	2151.5	1391	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	CM026250.1	13014082	13027734	-	2610.9	1348	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Fragmented	JACVES010000038.1	11834	18244	-	1676.1	884	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	CM026259.1	11460874	11467488	+	2401.3	1264	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	CM026235.1	6873634	6905881	+	1943.0	990	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	CM026255.1	6518266	6525295	-	2287.9	1156	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	CM026251.1	1928594	1935083	+	2019.0	1273	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	CM026259.1	13245202	13250617	-	1952.5	1273	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	CM026254.1	5405423	5408950	-	2687.6	1119	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Complete	CM026250.1	5546245	5550279	-	2423.1	1183	https://www.orthodb.org/v10?query=456at7088	toll-like receptor 6
458at7088	Complete	CM026240.1	9798174	9865333	-	2577.3	1495	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	CM026248.1	3591763	3615343	-	2170.3	1117	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	CM026251.1	11716797	11726343	-	2119.5	1244	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	CM026245.1	1474205	1502910	-	2303.4	1193	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	JACVES010000045.1	216796	228730	+	2001.7	1064	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	CM026259.1	3564276	3605127	+	2309.6	1323	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	CM026237.1	7180776	7185838	+	2363.7	1350	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
481at7088	Complete	CM026257.1	13201190	13211417	+	2073.3	1116	https://www.orthodb.org/v10?query=481at7088	phosphoribosylformylglycinamidine synthase
486at7088	Complete	CM026246.1	2701965	2714572	+	2589.7	1253	https://www.orthodb.org/v10?query=486at7088	DNA topoisomerase 2
488at7088	Complete	CM026238.1	8951729	9099778	+	1744.8	1105	https://www.orthodb.org/v10?query=488at7088	uncharacterized protein LOC111354620
489at7088	Complete	CM026240.1	5855400	5870992	+	2977.9	3471	https://www.orthodb.org/v10?query=489at7088	uncharacterized protein LOC101742695
490at7088	Complete	CM026248.1	4464848	4517317	-	1583.8	1232	https://www.orthodb.org/v10?query=490at7088	restin homolog isoform X1
492at7088	Complete	CM026241.1	6628713	6752506	+	1732.0	927	https://www.orthodb.org/v10?query=492at7088	uncharacterized protein LOC101739889
