# BUSCO version is: 5.0.0 
# The lineage dataset is: lepidoptera_odb10 (Creation date: 2020-08-05, number of species: 16, number of BUSCOs: 5286)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
112at7088	Complete	LR999973.1	9833461	9856453	+	3635.7	2030	https://www.orthodb.org/v10?query=112at7088	Ubiquitin carboxyl-terminal hydrolase
113at7088	Complete	LR999970.1	16579970	16766607	+	4450.1	2348	https://www.orthodb.org/v10?query=113at7088	kalirin
116at7088	Complete	LR999974.1	11616934	11629011	+	3351.1	1734	https://www.orthodb.org/v10?query=116at7088	myosin-VIIa-like
122at7088	Complete	LR999991.1	5191418	5231831	+	2649.0	1509	https://www.orthodb.org/v10?query=122at7088	tetratricopeptide repeat protein 28
123at7088	Complete	LR999989.1	3729205	3767172	+	3516.7	1829	https://www.orthodb.org/v10?query=123at7088	DNA polymerase epsilon catalytic subunit A
126at7088	Complete	LR999991.1	7318339	7350691	-	3471.3	1749	https://www.orthodb.org/v10?query=126at7088	phosphatidylinositol 4-kinase alpha isoform X1
127at7088	Complete	LR999986.1	9455712	9502416	-	4310.2	2625	https://www.orthodb.org/v10?query=127at7088	uncharacterized protein LOC106104714
128at7088	Complete	LR999976.1	15492411	15531255	+	5333.6	3197	https://www.orthodb.org/v10?query=128at7088	Vacuolar protein sorting-associated protein 13D
133at7088	Complete	LR999980.1	3235442	3275691	+	1914.4	1676	https://www.orthodb.org/v10?query=133at7088	uncharacterized protein LOC106140978
136at7088	Complete	LR999974.1	5079624	5113350	+	3704.9	2010	https://www.orthodb.org/v10?query=136at7088	piezo-type mechanosensitive ion channel component isoform X1
137at7088	Complete	LR999981.1	7082670	7097790	-	3222.5	1884	https://www.orthodb.org/v10?query=137at7088	proto-oncogene tyrosine-protein kinase ROS
138at7088	Complete	LR999980.1	11576761	11586301	+	2819.7	2234	https://www.orthodb.org/v10?query=138at7088	protein abnormal spindle
139at7088	Complete	LR999984.1	12242710	12265608	+	3818.6	2152	https://www.orthodb.org/v10?query=139at7088	protein pecanex-like
140at7088	Complete	LR999983.1	10105204	10361463	-	3698.5	2234	https://www.orthodb.org/v10?query=140at7088	supervillin-like isoform X1
145at7088	Complete	LR999986.1	4991840	5014182	-	3242.1	1606	https://www.orthodb.org/v10?query=145at7088	Sodium channel protein
148at7088	Complete	LR999987.1	4786301	4827084	+	3074.2	1676	https://www.orthodb.org/v10?query=148at7088	uncharacterized protein LOC111354061
155at7088	Complete	LR999982.1	13362888	13379449	-	4021.9	2443	https://www.orthodb.org/v10?query=155at7088	Adenomatous polyposis coli protein
158at7088	Complete	LR999988.1	3972657	4100874	-	2424.5	1431	https://www.orthodb.org/v10?query=158at7088	Sodium channel protein
159at7088	Complete	LR999989.1	7349389	7362742	+	3514.9	1928	https://www.orthodb.org/v10?query=159at7088	zinc finger FYVE domain-containing protein 26 homolog
160at7088	Complete	LR999971.1	7571075	7649145	-	3212.4	1810	https://www.orthodb.org/v10?query=160at7088	protein still life, isoform SIF type 1
163at7088	Complete	LR999977.1	10331741	10346405	+	2873.4	1577	https://www.orthodb.org/v10?query=163at7088	LOW QUALITY PROTEIN: low-density lipoprotein receptor-related protein 4-like
173at7088	Complete	LR999991.1	7974377	8003436	+	3094.2	1450	https://www.orthodb.org/v10?query=173at7088	clathrin heavy chain
177at7088	Complete	LR999980.1	4916845	4986011	+	3584.4	1827	https://www.orthodb.org/v10?query=177at7088	voltage-dependent T-type calcium channel subunit alpha-1G-like
179at7088	Complete	LR999975.1	11719194	11764726	-	2892.4	1460	https://www.orthodb.org/v10?query=179at7088	uncharacterized protein LOC101741868
183at7088	Complete	LR999975.1	9628839	9649351	-	3468.8	1887	https://www.orthodb.org/v10?query=183at7088	LOW QUALITY PROTEIN: E3 ubiquitin-protein ligase HECTD1
184at7088	Complete	LR999982.1	586212	611258	+	3099.2	1689	https://www.orthodb.org/v10?query=184at7088	cadherin-89D
186at7088	Complete	LR999976.1	8087605	8106516	-	3815.2	2098	https://www.orthodb.org/v10?query=186at7088	nucleosome-remodeling factor subunit NURF301
190at7088	Complete	LR999994.1	8295575	8321878	-	2849.1	1390	https://www.orthodb.org/v10?query=190at7088	NACHT and WD repeat domain-containing protein 2
193at7088	Complete	LR999983.1	752005	759037	-	3392.3	1537	https://www.orthodb.org/v10?query=193at7088	brefeldin A-inhibited guanine nucleotide-exchange protein 1
196at7088	Complete	LR999975.1	4787183	4809636	-	2904.4	1531	https://www.orthodb.org/v10?query=196at7088	cadherin-23
200at7088	Complete	LR999992.1	732395	785609	-	3389.4	1930	https://www.orthodb.org/v10?query=200at7088	protein unc-79 homolog
201at7088	Complete	LR999979.1	2627896	2656795	+	3103.9	1527	https://www.orthodb.org/v10?query=201at7088	uncharacterized protein LOC105392584
204at7088	Complete	LR999972.1	10600325	10608399	-	2502.9	1515	https://www.orthodb.org/v10?query=204at7088	uncharacterized protein LOC106100576
206at7088	Complete	LR999973.1	6687910	6894936	-	3517.0	1935	https://www.orthodb.org/v10?query=206at7088	protein sickie isoform X1
207at7088	Complete	LR999980.1	10090028	10116501	-	2886.9	1656	https://www.orthodb.org/v10?query=207at7088	WD repeat-containing protein 81
208at7088	Complete	LR999972.1	9335722	9351524	-	2637.0	1389	https://www.orthodb.org/v10?query=208at7088	ras GTPase-activating-like protein IQGAP1
210at7088	Complete	LR999972.1	8836949	8860093	+	3706.5	1878	https://www.orthodb.org/v10?query=210at7088	DNA-directed RNA polymerase II subunit RPB1
211at7088	Complete	LR999976.1	6165000	6174898	+	3030.1	1691	https://www.orthodb.org/v10?query=211at7088	spatacsin
212at7088	Complete	LR999970.1	2148689	2182506	+	2753.8	1471	https://www.orthodb.org/v10?query=212at7088	laminin subunit gamma-1
215at7088	Complete	LR999987.1	9546976	9568036	+	3270.1	1686	https://www.orthodb.org/v10?query=215at7088	LOW QUALITY PROTEIN: brefeldin A-inhibited guanine nucleotide-exchange protein 3
220at7088	Complete	LR999985.1	8495234	8521577	+	2710.1	1316	https://www.orthodb.org/v10?query=220at7088	Dual oxidase 1
231at7088	Complete	LR999992.1	5957110	5974152	+	2933.3	1654	https://www.orthodb.org/v10?query=231at7088	LOW QUALITY PROTEIN: uncharacterized protein LOC101738815
232at7088	Complete	LR999976.1	7734914	7750476	-	2896.6	1551	https://www.orthodb.org/v10?query=232at7088	nipped-B-like protein
235at7088	Complete	LR999974.1	13297241	13304063	-	3087.3	1809	https://www.orthodb.org/v10?query=235at7088	HEAT repeat-containing protein 1
236at7088	Complete	LR999972.1	4332558	4342717	-	2573.2	1475	https://www.orthodb.org/v10?query=236at7088	nucleoporin NUP188 homolog
242at7088	Complete	LR999971.1	11319907	11338110	+	3034.8	1657	https://www.orthodb.org/v10?query=242at7088	uncharacterized protein LOC111002222
246at7088	Complete	LR999988.1	10154971	10256490	-	1958.3	1044	https://www.orthodb.org/v10?query=246at7088	transient receptor potential cation channel trpm isoform X1
248at7088	Complete	LR999986.1	5231382	5260295	+	3127.9	1529	https://www.orthodb.org/v10?query=248at7088	unconventional myosin-IXa-like isoform X1
250at7088	Complete	LR999992.1	7425651	7483027	+	2639.3	1224	https://www.orthodb.org/v10?query=250at7088	DE-cadherin isoform X1
251at7088	Complete	LR999973.1	10004182	10015946	+	3186.5	2194	https://www.orthodb.org/v10?query=251at7088	E3 SUMO-protein ligase RanBP2-like
254at7088	Complete	LR999976.1	12385817	12405061	-	3402.0	1722	https://www.orthodb.org/v10?query=254at7088	chromodomain-helicase-DNA-binding protein Mi-2 homolog isoform X1
258at7088	Complete	LR999997.1	392887	443301	+	2938.4	1796	https://www.orthodb.org/v10?query=258at7088	uncharacterized protein LOC106142077
259at7088	Complete	LR999994.1	6452041	6484389	+	2377.4	1253	https://www.orthodb.org/v10?query=259at7088	uncharacterized protein LOC106138037
263at7088	Complete	LR999978.1	3861421	3891748	-	2445.9	1383	https://www.orthodb.org/v10?query=263at7088	protein polybromo-1
266at7088	Complete	LR999970.1	6064631	6240139	+	2908.2	1400	https://www.orthodb.org/v10?query=266at7088	disco-interacting protein 2 isoform X1
270at7088	Complete	LR999970.1	7214238	7221464	-	2936.8	1899	https://www.orthodb.org/v10?query=270at7088	PHD finger protein rhinoceros
271at7088	Complete	LR999983.1	9796367	9817225	-	2694.5	1407	https://www.orthodb.org/v10?query=271at7088	uncharacterized protein LOC106109654
273at7088	Complete	LR999982.1	13001136	13024568	+	1985.1	1298	https://www.orthodb.org/v10?query=273at7088	Cadherin-like protein
274at7088	Complete	LR999985.1	2559416	2565200	+	2726.7	1436	https://www.orthodb.org/v10?query=274at7088	DNA-directed RNA polymerase I subunit RPA1
278at7088	Complete	LR999974.1	6897739	6903036	-	2284.3	1439	https://www.orthodb.org/v10?query=278at7088	uncharacterized protein LOC111352582
281at7088	Complete	LR999976.1	10934793	10942774	+	2339.5	1328	https://www.orthodb.org/v10?query=281at7088	uncharacterized protein LOC105389625
288at7088	Complete	LR999996.1	4971066	5100851	-	2901.0	1849	https://www.orthodb.org/v10?query=288at7088	uncharacterized protein LOC106140763
296at7088	Complete	LR999970.1	19540067	19555517	-	2196.6	1423	https://www.orthodb.org/v10?query=296at7088	uncharacterized protein LOC106113881
302at7088	Complete	LR999994.1	8084623	8116475	-	2178.4	1152	https://www.orthodb.org/v10?query=302at7088	Calcium-dependent secretion activator
303at7088	Complete	LR999974.1	7985494	8009504	+	3103.4	2392	https://www.orthodb.org/v10?query=303at7088	serine-protein kinase ATM
307at7088	Complete	LR999982.1	5171075	5196288	-	2546.4	1372	https://www.orthodb.org/v10?query=307at7088	protocadherin-15
311at7088	Complete	LR999984.1	8762441	8772481	+	2355.2	1410	https://www.orthodb.org/v10?query=311at7088	Gamma-tubulin complex component 6
315at7088	Complete	LR999981.1	1527849	1542512	-	2711.7	1354	https://www.orthodb.org/v10?query=315at7088	uncharacterized protein LOC105388963
316at7088	Complete	LR999977.1	10207754	10223256	-	3221.0	2452	https://www.orthodb.org/v10?query=316at7088	protein lava lamp-like
318at7088	Complete	LR999975.1	5225101	5249568	+	2929.5	1538	https://www.orthodb.org/v10?query=318at7088	cadherin-86C
321at7088	Complete	LR999970.1	13599713	13608992	+	2034.0	1359	https://www.orthodb.org/v10?query=321at7088	uncharacterized protein LOC106130599
322at7088	Complete	LR999982.1	13120015	13130428	+	1445.5	1063	https://www.orthodb.org/v10?query=322at7088	uncharacterized protein LOC106136812
324at7088	Complete	LR999972.1	7761116	7776927	+	2417.4	1170	https://www.orthodb.org/v10?query=324at7088	myosin-IIIb-like isoform X1
325at7088	Complete	LR999983.1	13937013	13948514	-	2487.4	1398	https://www.orthodb.org/v10?query=325at7088	protein virilizer
326at7088	Complete	LR999974.1	14146150	14162760	+	2565.3	1372	https://www.orthodb.org/v10?query=326at7088	maestro heat-like repeat-containing protein family member 1
327at7088	Complete	LR999980.1	9686559	9704463	+	2548.5	1841	https://www.orthodb.org/v10?query=327at7088	uncharacterized protein LOC110378203
328at7088	Complete	LR999987.1	686095	692668	+	2661.7	1659	https://www.orthodb.org/v10?query=328at7088	Nucleolar pre-ribosomal-associated protein 1
332at7088	Complete	LR999972.1	9553542	9563296	+	2763.3	1500	https://www.orthodb.org/v10?query=332at7088	chromodomain-helicase-DNA-binding protein 1
335at7088	Complete	LR999997.1	1136722	1143298	-	2067.7	1180	https://www.orthodb.org/v10?query=335at7088	uncharacterized protein LOC111000708
338at7088	Complete	LR999980.1	7177041	7201453	+	2928.6	1534	https://www.orthodb.org/v10?query=338at7088	transcription initiation factor TFIID subunit 1 isoform X1
340at7088	Complete	LR999984.1	12392622	12408947	-	2715.4	1814	https://www.orthodb.org/v10?query=340at7088	uncharacterized protein LOC105388073
342at7088	Complete	LR999971.1	13077699	13091117	+	2842.2	1699	https://www.orthodb.org/v10?query=342at7088	uncharacterized protein LOC101737053
345at7088	Complete	LR999995.1	6739361	6805655	+	2578.5	1523	https://www.orthodb.org/v10?query=345at7088	trichohyalin-like
350at7088	Complete	LR999976.1	7684806	7690686	-	2160.2	1116	https://www.orthodb.org/v10?query=350at7088	tectonin beta-propeller repeat-containing protein
353at7088	Complete	LR999994.1	3557160	3585179	+	2370.5	1247	https://www.orthodb.org/v10?query=353at7088	rho GTPase-activating protein 190-like
354at7088	Complete	LR999981.1	9316082	9319840	-	2431.4	1101	https://www.orthodb.org/v10?query=354at7088	toll-like receptor 6
355at7088	Complete	LR999981.1	2246169	2266080	-	2365.2	1159	https://www.orthodb.org/v10?query=355at7088	protein TANC2 isoform X1
356at7088	Complete	LR999982.1	8676340	8686754	-	2577.8	1375	https://www.orthodb.org/v10?query=356at7088	uncharacterized protein LOC110992145
357at7088	Complete	LR999978.1	9220935	9235578	-	2296.8	1253	https://www.orthodb.org/v10?query=357at7088	uncharacterized protein LOC110994148
360at7088	Complete	LR999970.1	11203555	11278637	+	2052.7	1066	https://www.orthodb.org/v10?query=360at7088	potassium channel subfamily T member 2
363at7088	Complete	LR999992.1	10654343	10660456	+	2601.9	1660	https://www.orthodb.org/v10?query=363at7088	calcineurin-binding protein cabin-1-like
366at7088	Complete	LR999983.1	7887640	7901332	-	3154.3	1815	https://www.orthodb.org/v10?query=366at7088	nucleoprotein TPR
367at7088	Complete	LR999979.1	8930647	8990602	+	2894.4	1558	https://www.orthodb.org/v10?query=367at7088	uncharacterized protein LOC106103483
375at7088	Complete	LR999981.1	10274294	10287157	+	1574.8	1202	https://www.orthodb.org/v10?query=375at7088	Apaf-1
380at7088	Complete	LR999985.1	11195664	11222625	+	2203.0	1165	https://www.orthodb.org/v10?query=380at7088	von Willebrand factor A domain-containing protein 8
382at7088	Complete	LR999987.1	1177748	1191964	+	1827.8	1248	https://www.orthodb.org/v10?query=382at7088	uncharacterized protein LOC105384963
383at7088	Complete	LR999976.1	7673212	7682958	+	2449.4	1143	https://www.orthodb.org/v10?query=383at7088	splicing factor 3B subunit 1
384at7088	Complete	LR999972.1	6921188	6927219	-	2179.4	1524	https://www.orthodb.org/v10?query=384at7088	uncharacterized protein LOC110994888
385at7088	Complete	LR999989.1	6414834	6434346	+	2548.1	1576	https://www.orthodb.org/v10?query=385at7088	proteasome activator complex subunit 4B-like
386at7088	Complete	LR999983.1	5784625	5791824	+	2371.3	1107	https://www.orthodb.org/v10?query=386at7088	splicing factor 3B subunit 3 isoform X1
389at7088	Complete	LR999970.1	14833325	14844182	-	2301.0	1134	https://www.orthodb.org/v10?query=389at7088	mediator of RNA polymerase II transcription subunit 23
391at7088	Complete	LR999970.1	19041685	19066446	+	2124.5	1109	https://www.orthodb.org/v10?query=391at7088	sterol regulatory element-binding protein cleavage-activating protein
392at7088	Complete	LR999973.1	9939308	9964918	+	2184.2	1276	https://www.orthodb.org/v10?query=392at7088	UDP-glucose:glycoprotein glucosyltransferase
393at7088	Complete	LR999986.1	8723278	8754993	-	2403.6	1343	https://www.orthodb.org/v10?query=393at7088	C-myc promoter-binding protein-like
394at7088	Complete	LR999982.1	7899326	7968252	+	2894.7	1496	https://www.orthodb.org/v10?query=394at7088	uncharacterized protein LOC111356302
396at7088	Complete	LR999975.1	9772732	9787746	-	1532.7	994	https://www.orthodb.org/v10?query=396at7088	rab3 GTPase-activating protein regulatory subunit
401at7088	Complete	LR999975.1	5389612	5422692	+	2204.7	1043	https://www.orthodb.org/v10?query=401at7088	ASK1
408at7088	Complete	LR999974.1	11055186	11063885	+	2384.6	1373	https://www.orthodb.org/v10?query=408at7088	uncharacterized protein LOC110371077
412at7088	Complete	LR999976.1	1800058	2083216	-	2533.7	1466	https://www.orthodb.org/v10?query=412at7088	protein outspread
417at7088	Complete	LR999989.1	6439172	6449135	-	1929.7	1058	https://www.orthodb.org/v10?query=417at7088	helicase SKI2W
420at7088	Complete	LR999992.1	3270739	3368896	-	2315.2	1239	https://www.orthodb.org/v10?query=420at7088	rho guanine nucleotide exchange factor 17 isoform X1
427at7088	Complete	LR999997.1	3617617	3664465	-	1921.0	1330	https://www.orthodb.org/v10?query=427at7088	uncharacterized protein LOC105385596
429at7088	Complete	LR999981.1	1060741	1070205	-	2589.3	1364	https://www.orthodb.org/v10?query=429at7088	uncharacterized protein LOC105388960
430at7088	Complete	LR999982.1	11073793	11085255	-	2094.9	1071	https://www.orthodb.org/v10?query=430at7088	chaoptin
434at7088	Complete	LR999973.1	12100516	12106791	+	2361.9	1232	https://www.orthodb.org/v10?query=434at7088	DNA polymerase
437at7088	Complete	LR999993.1	6744804	6771093	+	1949.4	987	https://www.orthodb.org/v10?query=437at7088	sister chromatid cohesion protein PDS5 homolog B
443at7088	Complete	LR999975.1	7742051	7748317	-	2297.4	1156	https://www.orthodb.org/v10?query=443at7088	Xanthine dehydrogenase
445at7088	Complete	LR999979.1	5937855	5945584	-	1836.0	1132	https://www.orthodb.org/v10?query=445at7088	uncharacterized protein LOC106120650
450at7088	Complete	LR999973.1	14004830	14011805	-	1836.4	1303	https://www.orthodb.org/v10?query=450at7088	Zinc finger protein
455at7088	Complete	LR999974.1	5115575	5119102	-	2688.4	1119	https://www.orthodb.org/v10?query=455at7088	DNA-directed RNA polymerase II subunit RPB2
456at7088	Complete	LR999981.1	9650636	9654670	+	2415.6	1183	https://www.orthodb.org/v10?query=456at7088	toll-like receptor 6
458at7088	Complete	LR999991.1	3153951	3225490	+	2569.1	1482	https://www.orthodb.org/v10?query=458at7088	uncharacterized protein LOC106137067
461at7088	Complete	LR999976.1	4059926	4083466	-	2087.6	1113	https://www.orthodb.org/v10?query=461at7088	inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2-like isoform X1
464at7088	Complete	LR999979.1	10837998	10847610	+	2080.7	1258	https://www.orthodb.org/v10?query=464at7088	LOC101744043
467at7088	Complete	LR999985.1	1551403	1576801	-	2180.0	1202	https://www.orthodb.org/v10?query=467at7088	Phosphoribosylformylglycinamidine cyclo-ligase
468at7088	Complete	LR999983.1	4551243	4605512	+	2611.7	1441	https://www.orthodb.org/v10?query=468at7088	uncharacterized protein LOC111358843
478at7088	Complete	LR999973.1	1930355	1972209	-	2278.9	1281	https://www.orthodb.org/v10?query=478at7088	uncharacterized protein LOC111000693
479at7088	Complete	LR999992.1	6858041	6863577	+	2333.5	1314	https://www.orthodb.org/v10?query=479at7088	adenylate cyclase type 10-like
481at7088	Complete	LR999971.1	7191689	7205173	-	2056.5	1090	https://www.orthodb.org/v10?query=481at7088	phosphoribosylformylglycinamidine synthase
486at7088	Complete	LR999983.1	11722247	11734304	-	2529.0	1257	https://www.orthodb.org/v10?query=486at7088	DNA topoisomerase 2
488at7088	Complete	LR999990.1	7614344	7738894	-	1678.3	1113	https://www.orthodb.org/v10?query=488at7088	uncharacterized protein LOC111354620
489at7088	Complete	LR999991.1	6386071	6402583	-	2862.3	3728	https://www.orthodb.org/v10?query=489at7088	uncharacterized protein LOC101742695
490at7088	Complete	LR999976.1	4906882	4962870	-	1674.9	1285	https://www.orthodb.org/v10?query=490at7088	restin homolog isoform X1
492at7088	Complete	LR999987.1	6869763	7008996	-	1711.6	964	https://www.orthodb.org/v10?query=492at7088	uncharacterized protein LOC101739889
494at7088	Complete	LR999979.1	6359322	6405398	+	2634.4	1644	https://www.orthodb.org/v10?query=494at7088	Methyl-CpG-binding domain protein 5
495at7088	Complete	LR999974.1	12223593	12231496	-	2506.3	1366	https://www.orthodb.org/v10?query=495at7088	neither inactivation nor afterpotential protein C isoform X1
496at7088	Complete	LR999996.1	7160249	7357350	-	2093.7	1177	https://www.orthodb.org/v10?query=496at7088	nephrin
498at7088	Complete	LR999977.1	3904703	3911982	-	2080.0	1014	https://www.orthodb.org/v10?query=498at7088	leucine--tRNA ligase, cytoplasmic
499at7088	Complete	LR999976.1	7090904	7098112	+	2124.6	986	https://www.orthodb.org/v10?query=499at7088	DNA-directed RNA polymerase III subunit RPC2
504at7088	Complete	LR999971.1	7165866	7175215	+	2146.6	1266	https://www.orthodb.org/v10?query=504at7088	TBC1 domain family member 30
505at7088	Complete	LR999980.1	13617609	13623417	-	2205.9	1163	https://www.orthodb.org/v10?query=505at7088	intraflagellar transport protein 140 homolog
